age,gender,first_generation_college,international_student,residency_status,high_school_gpa,sat_score,act_score,advanced_courses_taken,extracurricular_activities,major,enrollment_status,semester_credits,admission_type,starting_semester,family_income,financial_aid_received,pell_grant_eligible (scholarship),student_loan_amount,has_campus_job,current_gpa,credits_completed,courses_failed,courses_withdrawn,attendance_rate,study_hours_per_week,library_visits_per_month,tutoring_sessions_attended,advisor_meetings,clubs_joined,living_arrangement,has_disability,distance_from_campus_miles,work_hours_per_week,dropped_out
20,Female,No,Yes,In-state,3.08,1134.0,16,1,3,Education,Full-time,12,Regular,Summer,$30k-$60k,Yes,No,44718,Yes,2.85,120,0,0,81.8,2,9,3,2,0,Off-campus,No,9,2,No
18,Male,No,No,In-state,3.72,1293.0,17,2,3,Arts & Sciences,Full-time,12,Early Decision,Fall,$30k-$60k,Yes,No,12460,No,3.87,22,0,0,79.8,4,3,4,3,2,At home,No,17,6,No
17,Female,Yes,No,International,4.0,1202.0,23,8,4,Business,Full-time,12,Regular,Spring,$100k+,No,Yes,12433,No,4.0,120,0,2,74.1,4,9,3,0,1,On-campus,No,2,6,No
22,Male,Yes,No,In-state,3.47,1182.0,21,3,4,Business,Full-time,18,Regular,Fall,<$30k,Yes,No,9217,Yes,2.04,9,0,0,54.0,0,4,0,2,2,Off-campus,No,5,0,Yes
27,Female,No,No,Out-of-state,3.24,1272.0,23,2,1,Arts & Sciences,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,32961,No,2.83,26,1,0,87.9,2,7,2,2,1,Commuter,Yes,1,24,Yes
17,Male,No,No,In-state,3.72,974.0,22,7,1,Education,Part-time,3,Regular,Fall,$100k+,No,Yes,27103,No,2.4,24,0,0,71.7,19,2,1,2,3,Off-campus,No,4,34,No
18,Male,No,Yes,In-state,3.21,1258.0,18,2,1,Business,Full-time,12,Regular,Fall,$60k-$100k,No,No,11399,No,3.16,0,0,0,87.2,3,4,3,3,1,On-campus,No,7,6,No
26,Female,No,No,In-state,3.18,1053.0,20,2,2,Business,Full-time,12,Regular,Fall,<$30k,No,Yes,10642,Yes,2.65,18,0,0,84.5,13,3,2,0,3,On-campus,No,10,1,Yes
17,Female,Yes,No,In-state,3.31,1264.0,25,2,1,Engineering,Part-time,6,Transfer,Fall,$100k+,Yes,No,40909,No,2.99,84,0,0,81.7,0,2,1,0,2,On-campus,No,0,2,No
25,Female,Yes,No,In-state,3.16,950.0,29,3,5,Education,Full-time,12,Regular,Spring,$60k-$100k,Yes,No,23431,No,2.49,120,1,1,75.6,23,7,1,0,2,On-campus,No,1,19,No
17,Male,Yes,Yes,In-state,3.34,1325.0,25,2,1,Business,Full-time,15,Regular,Fall,$100k+,Yes,Yes,6416,No,2.59,14,1,1,79.9,17,6,3,1,1,On-campus,No,21,16,No
23,Male,No,No,In-state,3.79,1297.0,32,2,5,Engineering,Part-time,3,Regular,Spring,<$30k,Yes,Yes,6442,Yes,4.0,108,0,0,75.2,1,3,5,2,0,On-campus,No,13,16,No
17,Female,No,No,In-state,3.8,1156.0,25,5,1,Business,Full-time,18,Transfer,Fall,$60k-$100k,Yes,No,16740,No,2.72,66,0,1,78.8,4,3,2,0,2,On-campus,No,23,5,No
19,Male,No,No,In-state,3.57,1344.0,19,0,5,Business,Full-time,12,Regular,Fall,$30k-$60k,No,No,457,No,3.9,120,1,0,73.1,31,5,0,4,4,On-campus,No,9,2,No
25,Male,No,No,In-state,3.25,1049.0,23,2,3,Arts & Sciences,Full-time,15,Regular,Spring,$60k-$100k,Yes,Yes,52609,Yes,2.03,46,0,0,79.8,3,9,1,0,4,On-campus,No,1,1,Yes
19,Male,Yes,No,In-state,3.46,1041.0,18,2,3,Business,Full-time,18,Regular,Fall,$30k-$60k,No,No,13744,Yes,3.77,23,1,0,79.8,10,3,3,1,2,Off-campus,No,30,10,Yes
21,Female,No,No,In-state,4.0,1305.0,29,5,0,Arts & Sciences,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,17686,No,2.71,8,1,0,78.0,13,6,0,0,1,Off-campus,No,36,0,No
22,Female,Yes,No,In-state,2.97,1069.0,25,3,1,Arts & Sciences,Full-time,18,Regular,Fall,$60k-$100k,No,No,1495,No,2.73,120,1,1,72.2,10,5,3,3,1,Off-campus,No,2,5,No
18,Female,No,No,Out-of-state,3.49,875.0,17,1,3,Engineering,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,8019,No,2.03,75,0,1,67.2,8,3,0,5,0,Off-campus,No,1,0,No
20,Male,No,No,International,2.46,944.0,17,1,2,Computer Science,Full-time,18,Regular,Fall,$60k-$100k,No,No,15025,No,2.65,29,0,1,83.4,4,2,2,1,0,On-campus,No,5,1,No
26,Female,No,No,In-state,2.99,1148.0,20,1,2,Arts & Sciences,Full-time,12,Regular,Fall,$30k-$60k,Yes,Yes,43958,No,2.58,64,0,0,81.7,9,2,2,3,0,Commuter,No,5,0,No
17,Female,Yes,No,Out-of-state,2.71,1063.0,20,1,3,Arts & Sciences,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,1437,No,3.57,10,1,0,82.4,21,6,3,1,1,Commuter,No,0,37,No
19,Female,No,No,In-state,2.87,1216.0,18,1,3,Education,Full-time,15,Early Decision,Fall,$30k-$60k,No,No,10943,No,2.29,80,1,0,81.3,22,4,2,3,2,On-campus,No,6,1,No
21,Male,No,No,Out-of-state,3.22,1195.0,29,4,6,Arts & Sciences,Full-time,18,Regular,Fall,$100k+,Yes,No,8571,No,3.29,23,1,1,94.4,3,3,1,0,1,Off-campus,No,24,6,No
19,Male,No,No,In-state,3.09,1189.0,30,1,2,Engineering,Full-time,18,Regular,Spring,$100k+,No,No,20482,Yes,3.43,61,1,0,77.8,25,5,0,3,0,At home,No,12,40,Yes
23,Female,No,No,In-state,3.19,1272.0,25,2,3,Engineering,Full-time,15,Early Decision,Fall,<$30k,Yes,Yes,53723,Yes,2.68,120,0,0,67.3,12,2,0,0,1,On-campus,No,3,7,No
17,Female,Yes,No,In-state,3.08,1471.0,20,3,1,Health Sciences,Full-time,18,Regular,Spring,<$30k,Yes,No,50989,Yes,2.75,47,0,0,85.3,10,7,3,1,1,On-campus,No,1,1,No
17,Female,No,Yes,In-state,2.93,1207.0,27,3,2,Health Sciences,Full-time,18,Regular,Summer,$30k-$60k,Yes,No,58091,No,2.9,29,0,0,62.2,0,3,1,0,2,On-campus,No,3,22,Yes
18,Male,Yes,No,International,2.97,886.0,34,2,3,Computer Science,Full-time,18,Regular,Spring,$100k+,Yes,No,13983,No,1.98,104,2,0,87.9,10,5,2,2,0,Off-campus,No,51,3,Yes
17,Male,No,No,International,3.6,1247.0,36,3,1,Engineering,Full-time,18,Early Decision,Fall,$60k-$100k,Yes,No,13846,Yes,2.23,13,0,0,82.9,15,5,4,0,0,Off-campus,No,1,14,No
19,Male,No,No,In-state,2.88,875.0,27,3,0,Computer Science,Full-time,12,Transfer,Spring,$100k+,No,No,18742,No,3.5,34,1,0,81.3,0,6,1,1,1,Off-campus,No,1,2,Yes
17,Female,No,No,In-state,2.59,1162.0,23,2,0,Business,Full-time,15,Early Decision,Summer,<$30k,Yes,Yes,31395,No,2.1,16,1,0,91.6,0,3,3,1,2,Off-campus,No,11,1,No
20,Female,Yes,No,In-state,2.62,1022.0,20,4,1,Arts & Sciences,Full-time,18,Early Decision,Fall,$30k-$60k,No,Yes,22355,No,2.34,10,0,2,69.1,6,1,2,0,0,On-campus,No,25,28,No
18,Male,No,No,In-state,3.05,1065.0,25,1,4,Business,Full-time,15,Regular,Fall,$100k+,Yes,Yes,31985,No,3.25,21,1,0,85.0,35,1,3,0,1,At home,No,18,28,No
19,Female,No,Yes,In-state,3.52,1055.0,25,3,1,Arts & Sciences,Full-time,15,Early Decision,Fall,$60k-$100k,No,No,423,Yes,2.78,9,2,0,54.4,3,8,2,2,5,On-campus,No,5,11,No
22,Female,No,No,In-state,2.72,1110.0,27,1,2,Business,Full-time,15,Transfer,Spring,<$30k,Yes,No,39643,Yes,2.06,21,3,0,79.7,1,3,0,1,2,At home,Yes,16,17,Yes
22,Female,No,No,In-state,3.41,950.0,25,3,1,Education,Part-time,3,Regular,Fall,$60k-$100k,No,Yes,9094,No,3.16,22,1,0,74.7,14,3,2,1,0,Off-campus,No,0,1,No
23,Female,No,No,In-state,4.0,1289.0,27,4,1,Business,Part-time,6,Regular,Fall,$60k-$100k,Yes,Yes,4902,No,2.37,37,0,0,68.6,1,5,4,2,0,On-campus,No,9,11,No
20,Male,No,No,In-state,2.6,1297.0,20,3,2,Engineering,Full-time,18,Early Decision,Fall,$60k-$100k,Yes,No,21409,Yes,2.29,41,1,0,76.6,12,2,7,2,0,At home,No,0,2,No
20,Female,No,No,In-state,3.41,1185.0,21,5,0,Business,Part-time,9,Regular,Fall,$30k-$60k,No,Yes,18889,No,2.9,19,1,1,58.3,5,3,2,1,2,On-campus,No,29,0,Yes
23,Female,No,No,In-state,3.32,967.0,29,3,1,Computer Science,Full-time,12,Regular,Fall,$30k-$60k,Yes,Yes,47599,No,2.28,23,0,0,87.0,15,5,4,4,1,Off-campus,No,16,9,No
20,Non-binary,No,No,Out-of-state,3.27,1196.0,24,6,5,Business,Full-time,12,Early Decision,Fall,$100k+,No,No,6791,Yes,2.91,6,0,2,66.8,15,5,2,2,1,On-campus,No,2,33,No
19,Female,No,No,In-state,3.42,1158.0,17,3,4,Computer Science,Full-time,15,Regular,Fall,$60k-$100k,No,No,11555,Yes,2.21,4,2,2,65.3,18,3,4,2,1,Commuter,No,4,28,Yes
19,Male,No,Yes,In-state,3.44,1065.0,24,3,4,Engineering,Full-time,12,Regular,Fall,$30k-$60k,Yes,Yes,31195,No,2.95,0,1,0,78.5,4,4,1,1,0,On-campus,No,10,5,Yes
18,Female,No,No,Out-of-state,2.72,1305.0,24,4,3,Computer Science,Full-time,18,Regular,Spring,<$30k,Yes,No,13215,No,2.7,120,0,3,78.0,8,3,3,0,3,Off-campus,No,1,6,No
20,Male,No,No,Out-of-state,3.39,1270.0,24,3,0,Business,Full-time,15,Regular,Fall,$60k-$100k,No,Yes,17742,No,2.35,1,1,0,79.8,19,2,2,3,2,On-campus,No,9,0,No
18,Male,No,Yes,Out-of-state,3.06,1357.0,23,3,3,Engineering,Part-time,9,Early Decision,Spring,$60k-$100k,Yes,No,27845,No,1.51,23,1,0,79.1,0,2,1,0,3,Off-campus,No,4,7,Yes
25,Female,No,No,In-state,3.37,1097.0,28,6,2,Health Sciences,Full-time,15,Regular,Fall,<$30k,Yes,No,134554,Yes,1.61,22,0,2,78.7,0,5,2,1,0,On-campus,No,1,6,No
21,Male,Yes,No,In-state,3.03,1201.0,20,3,3,Education,Full-time,12,Early Decision,Fall,$30k-$60k,No,No,1913,No,2.76,1,2,0,89.5,12,1,1,2,3,Off-campus,No,7,0,No
22,Male,Yes,No,In-state,3.59,1132.0,16,3,2,Arts & Sciences,Full-time,12,Regular,Fall,$30k-$60k,Yes,No,20278,No,2.24,43,1,0,81.9,4,5,3,0,4,On-campus,No,5,1,Yes
21,Female,Yes,No,In-state,3.5,1133.0,24,3,1,Arts & Sciences,Full-time,12,Regular,Fall,$60k-$100k,Yes,Yes,18153,No,1.75,18,0,0,96.8,4,5,0,1,4,At home,No,60,0,No
22,Female,No,No,In-state,2.83,1227.0,33,3,1,Social Sciences,Part-time,6,Early Decision,Spring,$30k-$60k,Yes,Yes,7780,Yes,2.91,23,1,1,86.6,3,3,5,1,1,On-campus,No,3,5,No
24,Female,Yes,No,In-state,2.73,1097.0,23,4,2,Business,Full-time,15,Regular,Fall,$100k+,No,No,3295,No,2.88,82,0,0,79.8,27,4,3,2,2,At home,No,23,0,Yes
18,Non-binary,Yes,No,In-state,2.83,1214.0,26,0,0,Education,Full-time,15,Regular,Spring,<$30k,Yes,No,18873,No,3.22,73,2,0,81.5,3,5,3,1,2,Off-campus,No,4,35,Yes
17,Non-binary,Yes,Yes,In-state,2.51,1414.0,16,3,3,Arts & Sciences,Full-time,12,Early Decision,Fall,$60k-$100k,Yes,No,4590,No,2.9,0,0,0,86.6,29,2,3,2,2,Off-campus,No,8,34,Yes
19,Female,Yes,No,In-state,3.35,1127.0,27,2,2,Business,Full-time,12,Early Decision,Fall,$60k-$100k,Yes,No,45685,No,3.35,20,1,0,84.8,7,4,0,3,0,On-campus,No,2,17,No
17,Female,Yes,No,In-state,3.1,1004.0,20,6,1,Business,Full-time,18,Regular,Fall,$100k+,Yes,Yes,1373,No,3.73,63,0,1,73.0,7,5,0,2,0,Off-campus,No,1,7,No
17,Female,Yes,No,Out-of-state,3.0,1122.0,25,3,4,Health Sciences,Full-time,15,Regular,Spring,$100k+,Yes,Yes,3694,No,2.68,2,0,3,79.8,6,4,3,2,3,Off-campus,No,2,13,No
17,Male,No,Yes,In-state,3.33,1240.0,22,1,1,Engineering,Part-time,6,Transfer,Fall,$60k-$100k,No,No,15385,Yes,3.05,72,0,2,42.6,40,5,2,2,0,On-campus,No,25,12,Yes
22,Female,Yes,No,In-state,3.13,1287.0,21,4,2,Arts & Sciences,Full-time,12,Regular,Summer,$60k-$100k,Yes,No,8330,Yes,3.62,17,2,0,86.3,11,5,4,1,1,On-campus,No,10,1,No
20,Male,No,Yes,Out-of-state,2.22,1343.0,21,3,1,Engineering,Full-time,12,Early Decision,Fall,<$30k,No,Yes,14665,No,2.42,23,3,1,83.4,2,8,0,2,1,Off-campus,No,1,12,Yes
21,Female,Yes,No,In-state,3.58,1153.0,21,2,1,Business,Full-time,15,Regular,Fall,$100k+,No,Yes,6758,No,2.11,120,1,0,80.1,2,6,1,2,1,At home,No,57,4,No
22,Female,No,No,In-state,3.81,1386.0,23,2,3,Education,Full-time,15,Regular,Fall,$100k+,Yes,Yes,4529,Yes,2.36,16,1,0,74.8,4,2,5,0,2,On-campus,No,2,6,No
18,Female,No,No,Out-of-state,3.5,1185.0,24,2,5,Social Sciences,Part-time,6,Regular,Spring,$60k-$100k,Yes,No,26767,No,1.98,72,1,1,97.8,0,4,3,1,1,At home,No,44,4,Yes
18,Male,No,No,In-state,2.51,1206.0,27,5,3,Business,Full-time,15,Regular,Fall,<$30k,No,No,1131,Yes,3.22,34,1,0,65.2,5,3,3,2,0,Off-campus,No,28,2,Yes
18,Male,No,No,International,4.0,1086.0,27,3,5,Arts & Sciences,Full-time,15,Regular,Fall,<$30k,Yes,No,7388,No,2.49,40,1,1,64.5,0,4,2,1,1,Commuter,No,1,24,Yes
18,Male,Yes,No,Out-of-state,3.85,1363.0,23,7,4,Health Sciences,Full-time,15,Regular,Fall,<$30k,No,No,13145,No,3.47,53,0,1,90.3,6,5,3,1,2,On-campus,No,21,0,No
18,Female,Yes,No,International,3.14,986.0,25,1,1,Health Sciences,Full-time,12,Regular,Fall,$100k+,No,No,16783,Yes,2.71,13,0,0,70.9,13,3,2,2,1,Off-campus,No,1,40,No
22,Female,Yes,No,Out-of-state,3.8,1155.0,21,4,1,Computer Science,Full-time,12,Regular,Fall,<$30k,Yes,No,1343,No,1.66,17,1,0,85.4,5,4,4,1,3,Off-campus,No,23,24,Yes
20,Female,No,No,In-state,2.79,1032.0,22,2,5,Education,Full-time,15,Regular,Fall,<$30k,Yes,No,7127,No,3.61,39,3,0,83.1,6,6,3,0,1,Off-campus,Yes,16,26,Yes
24,Female,No,No,Out-of-state,2.98,1216.0,20,5,2,Business,Full-time,18,Regular,Summer,$60k-$100k,No,Yes,10776,No,2.94,30,2,0,95.1,13,1,4,2,2,On-campus,Yes,11,3,Yes
25,Female,No,No,In-state,2.62,1033.0,29,2,4,Arts & Sciences,Full-time,12,Regular,Summer,<$30k,Yes,Yes,937,No,2.18,22,0,0,80.3,5,2,2,4,4,On-campus,No,1,5,No
18,Male,No,No,In-state,2.99,979.0,30,3,3,Business,Full-time,12,Regular,Fall,$30k-$60k,Yes,Yes,406,No,2.23,70,0,1,65.5,2,5,1,1,2,On-campus,No,13,15,Yes
19,Male,Yes,No,Out-of-state,3.92,1138.0,29,3,1,Education,Full-time,12,Regular,Spring,$60k-$100k,Yes,Yes,19920,Yes,1.77,73,0,1,80.6,23,9,2,2,0,Off-campus,No,32,10,Yes
19,Male,No,Yes,In-state,3.78,886.0,23,4,3,Business,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,1776,Yes,2.28,13,1,3,96.4,34,5,3,0,2,Commuter,No,2,2,No
17,Female,No,No,In-state,3.97,963.0,20,1,3,Computer Science,Full-time,18,Early Decision,Spring,$60k-$100k,Yes,Yes,41894,No,2.63,120,0,1,75.0,5,4,2,2,2,On-campus,No,16,19,No
24,Male,No,No,In-state,3.24,1153.0,23,2,5,Health Sciences,Full-time,15,Regular,Fall,<$30k,Yes,Yes,21213,No,2.74,10,2,0,90.3,2,2,3,2,7,Off-campus,No,18,22,Yes
20,Male,Yes,No,In-state,2.56,1148.0,27,3,2,Business,Part-time,9,Regular,Summer,$30k-$60k,No,No,3660,No,1.77,115,3,0,58.8,11,2,3,2,0,Commuter,No,8,13,Yes
17,Female,No,No,In-state,3.36,875.0,23,0,0,Computer Science,Full-time,18,Regular,Spring,$30k-$60k,Yes,No,8784,Yes,2.2,76,3,0,78.7,24,6,3,1,1,On-campus,No,5,5,No
22,Female,Yes,No,In-state,2.56,1233.0,20,5,1,Computer Science,Full-time,12,Transfer,Fall,$100k+,Yes,No,9115,No,3.54,76,0,0,85.1,2,3,3,0,4,On-campus,No,26,13,No
25,Female,No,No,In-state,2.94,1028.0,22,3,1,Computer Science,Full-time,12,Regular,Fall,$30k-$60k,Yes,No,17149,No,3.12,62,1,0,91.2,10,3,2,0,1,At home,No,3,18,No
18,Male,No,No,In-state,2.52,1261.0,17,1,0,Health Sciences,Full-time,15,Regular,Fall,$60k-$100k,Yes,Yes,328,Yes,2.23,20,1,0,66.0,1,3,3,0,2,Commuter,No,0,0,Yes
23,Female,Yes,No,International,3.44,1060.0,28,2,8,Arts & Sciences,Full-time,12,Regular,Fall,<$30k,No,No,21505,No,4.0,94,1,0,88.1,19,6,2,2,3,Off-campus,No,7,0,No
17,Male,No,Yes,In-state,4.0,863.0,20,0,1,Arts & Sciences,Full-time,18,Regular,Spring,$30k-$60k,Yes,No,11463,Yes,1.67,110,0,0,97.3,10,5,0,3,0,At home,No,100,0,No
21,Male,No,No,International,3.85,1337.0,16,3,4,Business,Full-time,12,Regular,Fall,$30k-$60k,Yes,Yes,14914,Yes,1.91,56,1,1,87.1,0,7,2,2,0,On-campus,No,2,3,Yes
19,Male,No,No,Out-of-state,2.94,1138.0,27,4,4,Computer Science,Full-time,12,Transfer,Fall,$30k-$60k,Yes,No,2497,No,3.79,96,1,0,81.0,21,6,4,4,2,Off-campus,No,13,5,No
24,Non-binary,Yes,No,In-state,3.67,940.0,19,2,1,Business,Part-time,6,Regular,Fall,$30k-$60k,No,No,4248,No,3.01,1,0,2,85.3,2,3,2,2,1,On-campus,Yes,6,5,Yes
19,Female,No,No,Out-of-state,3.8,1112.0,22,3,4,Social Sciences,Full-time,12,Regular,Fall,$30k-$60k,No,Yes,173,Yes,2.95,39,0,1,80.5,18,5,5,0,3,At home,No,2,6,No
22,Male,Yes,No,In-state,3.3,1386.0,20,3,2,Engineering,Part-time,3,Regular,Fall,$60k-$100k,No,Yes,8228,No,2.9,89,0,0,80.7,3,4,2,2,2,Off-campus,No,19,0,No
27,Female,No,No,In-state,3.53,995.0,19,1,3,Computer Science,Full-time,18,Regular,Spring,$30k-$60k,Yes,Yes,31940,No,4.0,9,0,1,77.7,2,9,2,1,2,At home,Yes,23,10,No
18,Female,Yes,Yes,In-state,3.19,1420.0,28,1,2,Engineering,Full-time,15,Regular,Fall,$30k-$60k,No,No,16138,No,3.48,120,2,1,89.9,12,6,5,0,1,On-campus,No,22,20,No
18,Female,No,No,In-state,3.26,1453.0,30,5,2,Arts & Sciences,Full-time,12,Early Decision,Fall,$60k-$100k,Yes,No,11663,No,2.28,69,2,0,69.7,26,2,2,3,0,On-campus,No,4,5,Yes
17,Female,No,No,In-state,3.27,1133.0,26,0,2,Health Sciences,Full-time,12,Early Decision,Fall,$100k+,Yes,No,25289,Yes,1.69,120,0,0,93.6,18,1,2,2,0,Off-campus,No,19,16,No
21,Male,No,No,In-state,3.62,1153.0,25,3,2,Education,Full-time,15,Early Decision,Fall,<$30k,No,Yes,3517,Yes,3.36,26,0,0,80.9,14,5,2,3,3,Commuter,No,0,21,No
26,Female,No,No,In-state,3.63,1301.0,22,2,2,Engineering,Full-time,18,Regular,Spring,$60k-$100k,Yes,No,837,No,3.42,119,0,1,60.3,55,3,1,1,0,On-campus,No,81,2,No
20,Female,No,No,Out-of-state,4.0,1305.0,23,2,3,Social Sciences,Full-time,18,Early Decision,Spring,$30k-$60k,Yes,Yes,25078,No,2.92,47,0,0,61.1,1,3,0,1,2,On-campus,No,5,5,No
23,Female,Yes,No,In-state,3.71,1109.0,28,3,2,Health Sciences,Full-time,15,Transfer,Spring,$100k+,Yes,No,12305,Yes,2.89,35,1,1,72.3,6,4,4,1,2,On-campus,No,38,5,No
19,Male,No,No,Out-of-state,4.0,915.0,20,4,1,Computer Science,Full-time,12,Regular,Fall,$60k-$100k,Yes,Yes,4355,No,3.01,9,1,1,96.6,19,7,4,1,3,On-campus,No,4,9,No
19,Male,No,No,In-state,3.64,1128.0,21,4,1,Engineering,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,10878,No,4.0,2,1,0,73.2,4,5,1,3,1,At home,No,22,14,No
17,Male,No,No,In-state,3.24,1085.0,22,2,1,Engineering,Full-time,12,Regular,Fall,$30k-$60k,Yes,No,57174,No,3.28,9,1,0,77.3,9,4,2,5,1,Off-campus,No,6,3,No
27,Female,No,No,In-state,3.91,925.0,19,0,1,Arts & Sciences,Full-time,15,Early Decision,Spring,$60k-$100k,No,No,43911,No,3.51,42,1,0,90.0,14,3,1,1,2,At home,No,11,21,No
22,Female,No,No,In-state,3.89,920.0,18,2,4,Education,Full-time,18,Regular,Spring,$100k+,No,No,10344,Yes,3.38,18,2,2,84.9,30,5,1,0,1,Off-campus,No,12,0,No
19,Male,No,No,In-state,2.85,1232.0,22,1,3,Computer Science,Full-time,15,Transfer,Summer,<$30k,Yes,Yes,9534,Yes,3.01,29,2,0,89.9,7,2,3,1,1,Off-campus,No,30,3,No
17,Female,Yes,No,Out-of-state,3.43,1153.0,27,6,3,Health Sciences,Full-time,15,Regular,Summer,$60k-$100k,No,No,4285,No,2.9,60,0,0,69.8,15,4,0,1,5,On-campus,No,0,2,No
17,Male,No,No,In-state,3.6,1131.0,22,5,0,Business,Full-time,15,Regular,Fall,$60k-$100k,No,No,14302,Yes,3.16,7,2,1,71.1,7,3,7,3,2,On-campus,No,0,6,Yes
18,Male,No,No,In-state,3.98,1205.0,21,1,1,Computer Science,Full-time,15,Regular,Fall,$30k-$60k,No,No,22814,Yes,1.87,34,0,1,79.5,2,5,0,0,3,At home,No,1,2,Yes
18,Female,No,No,In-state,2.83,957.0,34,3,1,Business,Full-time,12,Regular,Fall,$30k-$60k,Yes,Yes,5303,Yes,2.07,52,1,0,86.7,1,4,1,3,0,On-campus,Yes,1,2,No
17,Male,Yes,Yes,In-state,3.28,1150.0,28,2,2,Arts & Sciences,Part-time,9,Early Decision,Fall,<$30k,No,No,14711,Yes,1.92,32,1,0,57.8,0,5,1,0,2,On-campus,No,4,10,Yes
19,Female,Yes,No,Out-of-state,3.21,1313.0,28,3,2,Engineering,Part-time,6,Regular,Spring,<$30k,Yes,Yes,6435,No,3.56,19,0,0,87.7,4,6,0,2,1,On-campus,No,17,10,No
17,Female,Yes,Yes,In-state,2.7,1237.0,28,1,0,Business,Full-time,15,Regular,Fall,$60k-$100k,No,Yes,5357,Yes,2.89,56,3,1,96.8,4,6,0,0,3,Off-campus,No,2,6,Yes
17,Female,No,No,Out-of-state,4.0,992.0,26,3,5,Business,Full-time,15,Early Decision,Fall,<$30k,No,No,2198,No,3.29,17,0,0,88.6,11,1,1,1,2,On-campus,No,1,13,No
18,Female,No,No,In-state,3.81,800.0,22,3,4,Business,Full-time,15,Early Decision,Fall,$100k+,Yes,Yes,36260,No,1.93,19,1,1,85.4,1,3,3,1,0,Off-campus,No,28,1,Yes
21,Male,No,No,In-state,3.17,1255.0,26,5,1,Engineering,Full-time,18,Regular,Spring,$60k-$100k,Yes,No,2096,No,2.06,43,0,0,54.2,22,3,2,3,1,Off-campus,Yes,31,37,No
22,Male,No,No,International,3.76,962.0,28,2,5,Education,Full-time,18,Regular,Fall,<$30k,Yes,No,26226,No,3.04,25,1,0,86.7,11,6,3,3,0,Commuter,No,10,18,No
20,Male,No,No,In-state,3.76,1054.0,23,1,0,Engineering,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,2525,No,2.82,98,1,0,73.9,7,5,1,2,1,Commuter,No,1,4,No
19,Female,Yes,No,In-state,3.15,1280.0,18,1,0,Computer Science,Part-time,3,Regular,Fall,$100k+,No,No,1483,Yes,3.06,45,1,0,61.3,17,5,3,1,1,At home,No,3,2,No
23,Female,Yes,No,In-state,3.39,1173.0,19,2,1,Arts & Sciences,Full-time,12,Transfer,Fall,$60k-$100k,Yes,No,1807,Yes,2.59,35,0,0,89.3,5,4,5,1,1,Commuter,No,5,24,No
24,Male,No,No,In-state,3.64,1308.0,25,0,2,Social Sciences,Part-time,3,Early Decision,Fall,$60k-$100k,Yes,No,392,No,2.1,32,0,1,62.3,2,3,3,2,2,At home,No,4,1,No
22,Male,No,Yes,In-state,2.47,1191.0,25,2,3,Business,Full-time,18,Regular,Fall,<$30k,No,Yes,3013,No,3.16,77,4,1,76.7,0,3,1,0,1,At home,No,22,6,Yes
22,Female,No,No,In-state,3.34,1241.0,31,6,2,Engineering,Full-time,18,Regular,Fall,<$30k,Yes,Yes,344,No,2.74,50,0,1,90.3,15,3,6,1,0,On-campus,No,18,5,No
17,Female,Yes,No,In-state,4.0,934.0,33,1,2,Business,Full-time,12,Regular,Fall,$60k-$100k,No,Yes,3854,No,2.9,47,0,0,61.4,4,4,2,0,1,At home,No,24,4,Yes
17,Male,No,No,In-state,2.81,1541.0,32,3,3,Business,Full-time,12,Regular,Fall,$100k+,Yes,No,12376,No,3.1,25,0,0,87.9,4,6,3,0,2,On-campus,No,37,5,No
17,Female,No,No,In-state,3.37,961.0,16,5,5,Arts & Sciences,Full-time,15,Regular,Spring,<$30k,Yes,No,17941,No,3.41,34,1,0,68.8,48,3,0,3,1,On-campus,No,20,5,Yes
23,Female,Yes,No,Out-of-state,3.73,1197.0,21,6,4,Arts & Sciences,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,4077,Yes,2.61,41,1,0,93.3,25,6,3,0,2,On-campus,No,2,0,No
19,Female,Yes,Yes,In-state,3.81,853.0,19,2,3,Engineering,Full-time,15,Regular,Fall,$60k-$100k,No,No,1107,No,4.0,69,1,0,72.2,8,2,1,2,1,On-campus,No,13,9,No
18,Male,No,No,In-state,3.67,1070.0,27,2,5,Arts & Sciences,Part-time,9,Regular,Fall,$30k-$60k,Yes,No,419,No,2.82,73,0,0,53.5,11,8,1,1,0,At home,Yes,11,4,No
19,Female,No,No,In-state,2.0,979.0,32,2,4,Health Sciences,Full-time,12,Regular,Fall,$100k+,Yes,No,3742,Yes,3.52,13,0,1,71.9,12,3,1,1,0,Commuter,No,6,9,No
18,Male,No,No,Out-of-state,2.86,1153.0,27,2,4,Business,Full-time,12,Transfer,Fall,$60k-$100k,Yes,Yes,18094,Yes,3.18,75,2,0,59.5,1,2,3,2,1,On-campus,No,1,3,Yes
22,Female,Yes,No,In-state,3.05,1179.0,28,1,4,Business,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,22743,Yes,1.86,8,0,0,83.0,17,5,5,1,3,Off-campus,No,4,7,No
